"id","Layout","Layout percent","Mirror","Mirror percent","Palette","Palette percent","Region","Region percent","Vortex","Vortex direction","Vortex direction percent","Vortex percent","rarity","rank","id again"
251,"Flame",15.43,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.210352685569167391355094",687,251
252,"Vapor",13.67,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.162106905197034661947342",565,252
253,"Marblelike",14.26,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.221032885222662789370673",728,253
254,"Flame",15.43,"None",97.85,"Armodeo",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",410,254
255,"Filaments",4.39,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",347,255
256,"Vapor",13.67,"None",97.85,"Cafe",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",172,256
257,"Oleo",13.96,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",868,257
258,"Dotted",4.39,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",348,258
259,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",468,259
260,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",396,260
261,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",706,261
262,"Vapor",13.67,"None",97.85,"Xolee",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",169,262
263,"Oleo",13.96,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.165545895870563591900648",581,263
264,"Oleo",13.96,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",862,264
265,"Nebula",4.49,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.090139279030440486173426",358,265
266,"Caustics",3.61,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.065731129096678483914040",254,266
267,"Vapor",13.67,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.186359119360370556472972",629,267
268,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",544,268
269,"Caustics",3.61,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.055955730410505791216913",203,269
270,"Cellophane",5.66,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.098301162678910800063470",371,270
271,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",717,271
272,"Rings",13.87,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.240889951653090544914093",789,272
273,"Marblelike",14.26,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.299592766115054920383898",876,273
274,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",755,274
275,"Oleo",13.96,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.381928720394292375850398",930,275
276,"Marblelike",14.26,"None",97.85,"Wemel",0.78,"Topology",99.61,"None",,,95.8,"0.103858825586552391828654",378,276
277,"Marblelike",14.26,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.234348119272220795084039",776,277
278,"Dotted",4.39,"None",97.85,"Elico",1.66,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000024377190855697674471",11,278
279,"Cellophane",5.66,"None",97.85,"Cascara",1.07,"Topology",99.61,"None",,,95.8,"0.056549593584104593246842",205,279
280,"Rings",13.87,"None",97.85,"Fumica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",708,280
281,"Rings",13.87,"None",97.85,"Ixiga",0.49,"Topology",99.61,"None",,,95.8,"0.063460256080652893695415",246,281
282,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1000,282
283,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",585,283
284,"Marblelike",14.26,"Double",0.29,"Wemel",0.78,"Topology",99.61,"None",,,95.8,"0.000307808476444559984010",47,284
285,"Oleo",13.96,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",725,285
286,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",715,286
287,"Vapor",13.67,"None",97.85,"Golico",1.17,"Black hole",0.39,"None",,,95.8,"0.000584716463826299949133",49,287
288,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"Medium","Left",1.76,0.78,"0.000020416173313632097856",9,288
289,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",985,289
290,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",960,290
291,"Oleo",13.96,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",870,291
292,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",761,292
293,"Nebula",4.49,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",197,293
294,"Oleo",13.96,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.178581005781631579898416",606,294
295,"Cellophane",5.66,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.077161127694198791693303",307,295
296,"Oleo",13.96,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.190312604701592807954214",663,296
297,"Nebula",4.49,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",221,297
298,"Dotted",4.39,"None",97.85,"Grava",0.68,"Topology",99.61,"None",,,95.8,"0.027874219274011596825247",127,298
299,"Dotted",4.39,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.047960053750872887190493",163,299
300,"Oleo",13.96,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.254184643265825960245508",834,300
301,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",759,301
302,"Vapor",13.67,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.237416412335814536183065",784,302
303,"Oleo",13.96,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.178581005781631579898416",605,303
304,"Rings",13.87,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",578,304
305,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",482,305
306,"Marblelike",14.26,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",811,306
307,"Flame",15.43,"None",97.85,"Qome",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",477,307
308,"Cells",3.81,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.107794569732336864564815",389,308
309,"Cellophane",5.66,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.087731145186554782000599",327,309
310,"Rings",13.87,"None",97.85,"Vertebra",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",337,310
311,"Nebula",4.49,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.053245062497050889283035",196,311
312,"Oleo",13.96,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",721,312
313,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",512,313
314,"Marblelike",14.26,"None",97.85,"Volka",1.86,"Topology",99.61,"None",,,95.8,"0.247663353321778773041828",815,314
315,"Vapor",13.67,"None",97.85,"Nube",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",319,315
316,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",997,316
317,"Sinousity",1.86,"None",97.85,"Novito",1.27,"Topology",99.61,"None",,,95.8,"0.022056974664702598543098",116,317
318,"Cells",3.81,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.045181222297052091307901",159,318
319,"Vapor",13.67,"None",97.85,"Melancolia",1.86,"Topology",99.61,"None",,,95.8,"0.237416412335814536183065",783,319
320,"Cellophane",5.66,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.154850756263015393310312",555,320
321,"Flame",15.43,"None",97.85,"Granito",1.27,"Topology",99.61,"None",,,95.8,"0.182978021008796287727449",612,321
322,"Caustics",3.61,"None",97.85,"Vedante",0.59,"Topology",99.61,"None",,,95.8,"0.019887880085661696627497",105,322
323,"Flame",15.43,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.324173659267552427554193",886,323
324,"Nebula",4.49,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",220,324
325,"Cells",3.81,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.104236993173513883825798",385,325
326,"Flame",15.43,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.210352685569167391355094",690,326
327,"Nebula",4.49,"None",97.85,"Radiosa",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",223,327
328,"Vapor",13.67,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.224652089091953527377754",731,328
329,"Rings",13.87,"None",97.85,"Brillosa",0.98,"Topology",99.61,"None",,,95.8,"0.126920512161305787390830",449,329
330,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",640,330
331,"Nebula",4.49,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.147576866133558415317140",517,331
332,"Vapor",13.67,"None",97.85,"Humite",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",227,332
333,"Oleo",13.96,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.331091791741127183801296",897,333
334,"Flame",15.43,"None",97.85,"Sidra",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",490,334
335,"Cellophane",5.66,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.072404619822638585646679",280,335
336,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000200378149615474684215",46,336
337,"Marblelike",14.26,"None",97.85,"Humo",1.27,"Topology",99.61,"None",,,95.8,"0.169103472429386531006301",597,337
338,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",954,338
339,"Cells",3.81,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.104236993173513883825798",382,339
340,"Flame",15.43,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",988,340
341,"Vapor",13.67,"None",97.85,"Foresta",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",289,341
342,"Vapor",13.67,"None",97.85,"Fosfora",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",317,342
343,"Vapor",13.67,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",914,343
344,"Marblelike",14.26,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.182418706478944564475242",609,344
345,"Marblelike",14.26,"None",97.85,"Mineralia",1.37,"Topology",99.61,"None",,,95.8,"0.182418706478944564475242",607,345
346,"Flame",15.43,"None",97.85,"Armodeo",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",412,346
347,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",957,347
348,"Vapor",13.67,"None",97.85,"Lumkin",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",178,348
349,"Filaments",4.39,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",268,349
350,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",392,350
351,"Caustics",3.61,"Single",1.86,"Pistomico",0.29,"Topology",99.61,"None",,,95.8,"0.000185817491632920016092",45,351
352,"Dotted",4.39,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.079933422918121485589715",309,352
353,"Flame",15.43,"None",97.85,"Levico",1.46,"Topology",99.61,"None",,,95.8,"0.210352685569167391355094",685,353
354,"Flame",15.43,"None",97.85,"Qome",0.98,"Topology",99.61,"None",,,95.8,"0.141195638258756167582320",481,354
355,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000051040433284080251417",18,355
356,"Cellophane",5.66,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.113627688042826982539601",419,356
357,"Rings",13.87,"None",97.85,"Kalino",0.2,"Topology",99.61,"None",,,95.8,"0.025902145339041993815643",125,357
358,"Oleo",13.96,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.152510785959495548391729",522,358
359,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1008,359
360,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"Soft","Right",2.44,1.46,"0.000072290101332037881294",28,360
361,"Caustics",3.61,"None",97.85,"Pistomico",0.29,"Topology",99.61,"None",,,95.8,"0.009775398686172697901298",88,361
362,"Marblelike",14.26,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",499,362
363,"Cellophane",5.66,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.113627688042826982539601",417,363
364,"Flame",15.43,"None",97.85,"Uniqum",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",406,364
365,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",533,365
366,"Cells",3.81,"None",97.85,"Aruleo",0.2,"Topology",99.61,"None",,,95.8,"0.007115153117645998774587",77,366
367,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",634,367
368,"Flame",15.43,"None",97.85,"Granito",1.27,"Topology",99.61,"None",,,95.8,"0.182978021008796287727449",615,368
369,"Vapor",13.67,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.449304178183907054755508",995,369
370,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1009,370
371,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",716,371
372,"Rings",13.87,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",648,372
373,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",965,373
374,"Vapor",13.67,"None",97.85,"Drago",1.56,"Topology",99.61,"None",,,95.8,"0.199123442604231565278283",684,374
375,"Caustics",3.61,"None",97.85,"Udomeo",1.27,"Topology",99.61,"None",,,95.8,"0.042809504591170097209663",156,375
376,"Marblelike",14.26,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.338206944858773062012602",902,376
377,"Flame",15.43,"None",97.85,"Qurio",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",549,377
378,"Rings",13.87,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",747,378
379,"Filaments",4.39,"Single",1.86,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.001753187767316999887482",56,379
380,"Rings",13.87,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.328957245805833298213372",888,380
381,"Filaments",4.39,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.040171668953722594608280",149,381
382,"Oleo",13.96,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.280254863087961991752195",835,382
383,"Oleo",13.96,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.458835868869593599406187",1020,383
384,"Flame",15.43,"None",97.85,"Morado",1.17,"Topology",99.61,"None",,,95.8,"0.168570302819127243454389",594,384
385,"Marblelike",14.26,"None",97.85,"Fumica",1.66,"Topology",99.61,"Strong","Right",2.44,1.95,"0.000109778128172174268000",38,385
386,"Flame",15.43,"None",97.85,"Armodeo",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",401,386
387,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",999,387
388,"Rings",13.87,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.214987806314048568445685",703,388
389,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1011,389
390,"Marblelike",14.26,"None",97.85,"Omino",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",511,390
391,"Rings",13.87,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",636,391
392,"Dotted",4.39,"None",97.85,"Dorado",3.03,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000044495715839014421010",17,392
393,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",763,393
394,"Vapor",13.67,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.449304178183907054755508",996,394
395,"Oleo",13.96,"None",97.85,"Tellurica",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",723,395
396,"Vapor",13.67,"None",97.85,"Lumkin",0.39,"Topology",99.61,"None",,,95.8,"0.049780860651057891319571",170,396
397,"Filaments",4.39,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",346,397
398,"Oleo",13.96,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.165545895870563591900648",583,398
399,"Filaments",4.39,"None",97.85,"Vaporo",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",267,399
400,"Vapor",13.67,"None",97.85,"Purpa",2.25,"Topology",99.61,"None",,,95.8,"0.287197272986872420563742",859,400
401,"Rings",13.87,"None",97.85,"Cascara",1.07,"Topology",99.61,"None",,,95.8,"0.138576477563874700393853",464,401
402,"Marblelike",14.26,"None",97.85,"Wemel",0.78,"Topology",99.61,"None",,,95.8,"0.103858825586552391828654",380,402
403,"Flame",15.43,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",987,403
404,"Sinousity",1.86,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.061134291984057599622648",218,404
405,"Marblelike",14.26,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.403451591701607326090340",973,405
406,"Nebula",4.49,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.049052537890983891055718",165,406
407,"Flame",15.43,"None",97.85,"Armodeo",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",408,407
408,"Dotted",4.39,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.068045888227734177555739",265,408
409,"Marblelike",14.26,"None",97.85,"Vaporo",1.76,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000083954357551384309268",33,409
410,"Vapor",13.67,"None",97.85,"Forza",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",235,410
411,"Filaments",4.39,"None",97.85,"Wimlo",0.29,"Topology",99.61,"None",,,95.8,"0.011887534690387297625636",94,411
412,"Oleo",13.96,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.254184643265825960245508",833,412
413,"Oleo",13.96,"None",97.85,"Pastel",1.86,"Topology",99.61,"None",,,95.8,"0.242453044345864815456437",803,413
414,"Oleo",13.96,"Single",1.86,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.003617592690290880649145",61,414
415,"Flame",15.43,"None",97.85,"Oro",1.07,"Topology",99.61,"None",,,95.8,"0.154162584629458310203631",552,415
416,"Flame",15.43,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",986,416
417,"Dotted",4.39,"None",97.85,"Flama",2.15,"Topology",99.61,"None",,,95.8,"0.088131722704595474859879",350,417
418,"Nebula",4.49,"None",97.85,"Empireo",1.46,"Topology",99.61,"None",,,95.8,"0.061210859248578192159940",222,418
419,"Oleo",13.96,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.394963830305360363848166",949,419
420,"Vapor",13.67,"None",97.85,"Nube",0.68,"Topology",99.61,"None",,,95.8,"0.086797398058254773833831",312,420
421,"Oleo",13.96,"None",97.85,"Dorado",3.03,"Topology",99.61,"None",,,95.8,"0.394963830305360363848166",951,421
422,"Oleo",13.96,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.165545895870563591900648",579,422
423,"Cellophane",5.66,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.134239222152921194863850",457,423
424,"Marblelike",14.26,"None",97.85,"Golo",1.46,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000069643955696034717719",25,424
425,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1001,425
426,"Rings",13.87,"None",97.85,"Amber",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",338,426
427,"Nebula",4.49,"None",97.85,"Rubero",1.76,"Topology",99.61,"None",,,95.8,"0.073788433066779207658570",284,427
428,"Vapor",13.67,"None",97.85,"Diluto",1.95,"Topology",99.61,"None",,,95.8,"0.248904303255289421903385",821,428
429,"Vapor",13.67,"None",97.85,"Plumbo",0.88,"Topology",99.61,"None",,,95.8,"0.112326044545976763688877",395,429
430,"Cellophane",5.66,"Single",1.86,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.001667653858426079846108",55,430
431,"Rings",13.87,"None",97.85,"Brillosa",0.98,"Topology",99.61,"None",,,95.8,"0.126920512161305787390830",450,431
432,"Rings",13.87,"None",97.85,"Amber",0.68,"Topology",99.61,"None",,,95.8,"0.088067294152742781054855",341,432
433,"Oleo",13.96,"None",97.85,"Elico",1.66,"Topology",99.61,"None",,,95.8,"0.216382824523728811705325",719,433
434,"Filaments",4.39,"None",97.85,"Tripico",0.2,"Topology",99.61,"None",,,95.8,"0.008198299786473997943781",80,434
435,"Flame",15.43,"None",97.85,"Tempesta",2.93,"Topology",99.61,"None",,,95.8,"0.422146142957301684361937",975,435
436,"Vapor",13.67,"None",97.85,"Forza",0.49,"Topology",99.61,"None",,,95.8,"0.062545183894918879308200",228,436
437,"Vapor",13.67,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",915,437
438,"Nebula",4.49,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.049052537890983891055718",164,438
439,"Rings",13.87,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.227938878983569570557677",754,439
440,"Vapor",13.67,"None",97.85,"Golico",1.17,"Topology",99.61,"None",,,95.8,"0.149342581953173680897606",518,440
441,"Vapor",13.67,"None",97.85,"Foresta",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",293,441
442,"Partitions",0.59,"None",97.85,"Xenoid",1.07,"Topology",99.61,"None",,,95.8,"0.005894745620957899528980",72,442
443,"Flame",15.43,"Single",1.86,"Qome",0.98,"Topology",99.61,"None",,,95.8,"0.002683943660309520001794",58,443
444,"Rings",13.87,"None",97.85,"Verdico",1.27,"Topology",99.61,"None",,,95.8,"0.164478622902916649106686",577,444
445,"Filaments",4.39,"None",97.85,"Oniria",0.98,"Topology",99.61,"None",,,95.8,"0.040171668953722594608280",144,445
446,"Marblelike",14.26,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.338206944858773062012602",905,446
447,"Vapor",13.67,"None",97.85,"Xenoid",1.07,"Black hole",0.39,"None",,,95.8,"0.000534740697687299988694",48,447
448,"Oleo",13.96,"None",97.85,"Golico",1.17,"Topology",99.61,"None",,,95.8,"0.152510785959495548391729",530,448
449,"Flame",15.43,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.450961579336639661885755",1004,449
450,"Cellophane",5.66,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.056549593584104593246842",206,450
451,"Marblelike",14.26,"None",97.85,"Difumina",0.49,"Topology",99.61,"None",,,95.8,"0.065244646842834180811010",252,451
452,"Oleo",13.96,"None",97.85,"Jovica",1.17,"Topology",99.61,"None",,,95.8,"0.152510785959495548391729",525,452
453,"Oleo",13.96,"None",97.85,"Folera",1.76,"Topology",99.61,"None",,,95.8,"0.229417934434796799703093",765,453
454,"Nebula",4.49,"None",97.85,"Aurantia",2.93,"Topology",99.61,"None",,,95.8,"0.122840970957763084836500",436,454
455,"Cells",3.81,"None",97.85,"Oranaz",2.15,"Topology",99.61,"None",,,95.8,"0.076487896014694467528017",300,455
456,"Marblelike",14.26,"None",97.85,"Kovera",1.07,"Topology",99.61,"None",,,95.8,"0.142473004330270602846298",498,456
457,"Vapor",13.67,"None",97.85,"Foresta",0.59,"Topology",99.61,"None",,,95.8,"0.075309507138779888113511",292,457
458,"Oleo",13.96,"None",97.85,"Frugal",3.52,"Topology",99.61,"None",,,95.8,"0.458835868869593599406187",1019,458
459,"Oleo",13.96,"None",97.85,"Plomizo",2.25,"Topology",99.61,"None",,,95.8,"0.293289972999029979749963",871,459
460,"Filaments",4.39,"None",97.85,"Zalce",1.76,"Topology",99.61,"None",,,95.8,"0.072145038120971186068608",270,460
461,"Sinousity",1.86,"None",97.85,"Narine",1.27,"Topology",99.61,"None",,,95.8,"0.022056974664702598543098",115,461
462,"Vapor",13.67,"None",97.85,"Propano",3.13,"Topology",99.61,"None",,,95.8,"0.399523317532849198130407",955,462
463,"Dotted",4.39,"None",97.85,"Rubero",1.76,"Topology",99.61,"Medium","Right",2.44,0.78,"0.000014332613418771645292",5,463
464,"Flame",15.43,"None",97.85,"Uniqum",0.78,"Topology",99.61,"None",,,95.8,"0.112380201879418190058502",415,464
465,"Cells",3.81,"None",97.85,"Tormenta",1.46,"Topology",99.61,"None",,,95.8,"0.051940617758815789406501",188,465
466,"Vapor",13.67,"None",97.85,"Yikrato",2.93,"Topology",99.61,"None",,,95.8,"0.373994671045127180519785",922,466
467,"Oleo",13.96,"None",97.85,"Ilego",0.29,"Topology",99.61,"None",,,95.8,"0.037801818742097197112439",138,467
468,"Rings",13.87,"None",97.85,"Barin",1.46,"Topology",99.61,"None",,,95.8,"0.189085660975006564221701",645,468
469,"Dotted",4.39,"None",97.85,"Furico",0.39,"Topology",99.61,"Strong","Left",1.76,1.95,"0.000005727171345615720650",3,469
470,"Cellophane",5.66,"None",97.85,"Zovia",2.54,"Topology",99.61,"None",,,95.8,"0.134239222152921194863850",458,470
