"id","Background","Background percent","Body","Body percent","Extra color","Extra color percent","Peg count","Peg count percent","Peg layout","Peg layout percent","Peg scaling","Peg scaling percent","Peg style","Peg style percent","Size","Size percent","Wrap orientation","Wrap orientation percent","Wrap style","Wrap style percent","rarity","rank","id again"
127,"Yellow",6.8,"White",52,"N/A",84.5,"9",14.6,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.004254345107048582326492",353,127
128,"Yellow",6.8,"Black",40.2,"N/A",84.5,"11",2.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.003432772954090175087510",321,128
129,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.231759317549751653331214",916,129
130,"White",80.2,"White",52,"N/A",84.5,"18",2.4,"6x6 grid",0.3,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000093634655904303640121",56,130
131,"White",80.2,"Black",40.2,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.102391735521696933264302",847,131
132,"White",80.2,"Red",1.8,"N/A",84.5,"12",3.2,"Recursive grid",13.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000227278941127140223649",96,132
133,"White",80.2,"White",52,"N/A",84.5,"14",5.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.031241141529581552271910",633,133
134,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.236441323964898086895658",919,134
135,"White",80.2,"White",52,"Blue",2.8,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.011442168684399350517267",503,135
136,"White",80.2,"White",52,"N/A",84.5,"7",3.3,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.007327061880050068573555",430,136
137,"White",80.2,"Black",40.2,"N/A",84.5,"5",6.4,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.010767934960963147436597",492,137
138,"White",80.2,"Black",40.2,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.008516535492122280850968",450,138
139,"White",80.2,"White",52,"N/A",84.5,"12",3.2,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.067034410665438290410911",805,139
140,"White",80.2,"White",52,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.034927351840438304597658",656,140
141,"White",80.2,"White",52,"N/A",84.5,"15",2.9,"Recursive grid",13.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.005950288944786934208775",397,141
142,"White",80.2,"White",52,"N/A",84.5,"4",3.6,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.007993158414600074965217",444,142
143,"Beige",4.7,"White",52,"N/A",84.5,"16",13.7,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.018291281909146112072406",572,143
144,"White",80.2,"White",52,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.015936137850948169092380",549,144
145,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.046097011349759783871427",734,145
146,"White",80.2,"Blue",0.6,"N/A",84.5,"20",0.9,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000132655752936103028903",72,146
147,"White",80.2,"White",52,"N/A",84.5,"19",1.4,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.008411076565656570164231",449,147
148,"Red",5.4,"White",52,"N/A",84.5,"18",2.4,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.003608648157454930928412",326,148
149,"White",80.2,"Red",1.8,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000074313596196131382070",49,149
150,"White",80.2,"White",52,"N/A",84.5,"4",3.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.083458483575602579462860",829,150
151,"White",80.2,"Black",40.2,"Blue",2.8,"14",5.2,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000372918094835693629194",132,151
152,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"smol boi",3.6,"Balanced",78.8,"Weave",49.5,"0.010505280964599407814153",491,152
153,"White",80.2,"Black",40.2,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.001679160323342052205803",246,153
154,"Beige",4.7,"Black",40.2,"N/A",84.5,"8",5.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.005219834168425354845033",373,154
155,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"5x5 grid",23.6,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.049140419454112675701207",741,155
156,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.345308304939908938813176",1000,156
157,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.037225589865504150888231",674,157
158,"White",80.2,"White",52,"N/A",84.5,"12",3.2,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.010997533524103023441776",493,158
159,"White",80.2,"Black",40.2,"Blue",2.8,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Bullseye",7.5,"smol boi",3.6,"Off-center",21.2,"Weave",49.5,"0.000005870307863617082750",9,159
160,"White",80.2,"Black",40.2,"N/A",84.5,"13",2.6,"Recursive grid",13.5,"Uniform",77.2,"Bullseye",7.5,"smol boi",3.6,"Off-center",21.2,"Weave",49.5,"0.000020916372671339542304",20,160
161,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.041201849560557612939249",699,161
162,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.281308079163161972591212",964,162
163,"White",80.2,"White",52,"N/A",84.5,"26",0.4,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.005212929400826135130365",372,163
164,"White",80.2,"White",52,"Red",12.3,"29",0.5,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000948506385061560113384",190,164
165,"Blue",1.1,"White",52,"N/A",84.5,"7",3.3,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.000282299356921960860941",113,165
166,"Yellow",6.8,"Black",40.2,"N/A",84.5,"23",2.1,"Tiled 5,4",3,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000052639983752283622549",37,166
167,"White",80.2,"Yellow",5.4,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.035858939359144394176671",670,167
168,"White",80.2,"Yellow",5.4,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.035858939359144394176671",668,168
169,"Yellow",6.8,"White",52,"N/A",84.5,"10",3.3,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.005745265755703219887063",394,169
170,"Red",5.4,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.003939435096258739506248",345,170
171,"White",80.2,"Black",40.2,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.200260181719651569887120",900,171
172,"White",80.2,"Blue",0.6,"Blue",2.8,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000109728037940638332905",63,172
173,"Beige",4.7,"Black",40.2,"N/A",84.5,"8",5.5,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000821816604057734015516",183,173
174,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.266949881895852725310903",955,174
175,"White",80.2,"Black",40.2,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.053877104726606755980001",770,175
176,"Red",5.4,"White",52,"N/A",84.5,"28",0.6,"Recursive grid",13.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000041843292022710922961",29,176
177,"White",80.2,"White",52,"Red",12.3,"4",3.6,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.006694013378929507956938",413,177
178,"Yellow",6.8,"Yellow",5.4,"N/A",84.5,"9",14.6,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.001642152512655399923536",244,178
179,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.024307149077424532179759",601,179
180,"Yellow",6.8,"Black",40.2,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000703912989365308760029",172,180
181,"White",80.2,"White",52,"N/A",84.5,"42",0.2,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.002554851538028650621837",291,181
182,"White",80.2,"Black",40.2,"N/A",84.5,"14",5.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.091585377428736514104912",838,182
183,"White",80.2,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.221866173857472842589900",911,183
184,"White",80.2,"Black",40.2,"N/A",84.5,"23",2.1,"Tiled 5,4",3,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000373666955717911748562",133,184
185,"White",80.2,"White",52,"N/A",84.5,"23",2.1,"Tiled 5,4",3,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000976861554386244468687",195,185
186,"Yellow",6.8,"White",52,"N/A",84.5,"8",5.5,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.001485590991618088163584",238,186
187,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.012401734017955677938372",517,187
188,"White",80.2,"White",52,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.041775031587400174304392",709,188
189,"White",80.2,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.221866173857472842589900",915,189
190,"Beige",4.7,"White",52,"N/A",84.5,"14",5.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.006805197605570872769476",418,190
191,"Blue",1.1,"White",52,"N/A",84.5,"8",5.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000425146361963761262610",137,191
192,"Red",5.4,"White",52,"N/A",84.5,"14",5.2,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000263705058060197203990",106,192
193,"White",80.2,"Yellow",5.4,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.004786997332475054732492",362,193
194,"Red",5.4,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.014938620184917126426649",541,194
195,"White",80.2,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.264276213475956089915542",942,195
196,"White",80.2,"White",52,"N/A",84.5,"34",0.2,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.002554851538028650621837",292,196
197,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.082283037710844178502789",827,197
198,"Yellow",6.8,"Black",40.2,"N/A",84.5,"10",3.3,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.004531260299399031236944",358,198
199,"White",80.2,"Black",40.2,"N/A",84.5,"7",3.3,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.005552216464246623357781",382,199
200,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.058061366804977032618496",782,200
201,"White",80.2,"White",52,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.151368024083247787459072",891,201
202,"White",80.2,"Black",40.2,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.117019126310510784838570",865,202
203,"White",80.2,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.071099691950384125149753",819,203
204,"White",80.2,"Black",40.2,"N/A",84.5,"22",1.7,"Tiled 4,5",2.4,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.000802960941279060470138",182,204
205,"White",80.2,"Black",40.2,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.221866173857472842589900",912,205
206,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"Recursive grid",13.5,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.000724499674729759996113",177,206
207,"White",80.2,"White",52,"N/A",84.5,"7",3.3,"Tiled 3,4",2.9,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.000328200716209378488050",121,207
208,"White",80.2,"Black",40.2,"N/A",84.5,"31",0.3,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.002962645148906301213743",303,208
209,"White",80.2,"Black",40.2,"N/A",84.5,"4",3.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.064519827687292780060702",797,209
210,"Red",5.4,"Black",40.2,"N/A",84.5,"14",5.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.006044485663737008546148",400,210
211,"Yellow",6.8,"Yellow",5.4,"N/A",84.5,"17",2.6,"5x5 grid",23.6,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000083772751468420689940",53,211
212,"White",80.2,"White",52,"N/A",84.5,"14",5.2,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.014557588030455209313074",538,212
213,"White",80.2,"Yellow",5.4,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"smol boi",3.6,"Balanced",78.8,"Loop",50.5,"0.000194926690419960457583",90,213
214,"White",80.2,"Black",40.2,"N/A",84.5,"8",5.5,"Tiled 3,4",2.9,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.011903412402121470170524",511,214
215,"White",80.2,"White",52,"N/A",84.5,"25",11.6,"5x5 grid",23.6,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.035601976944947447134560",661,215
216,"White",80.2,"Black",40.2,"N/A",84.5,"17",2.6,"Tiled 5,4",3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.005821104497589183954243",395,216
217,"White",80.2,"White",52,"N/A",84.5,"16",13.7,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.305938740472378900570050",981,217
218,"White",80.2,"Black",40.2,"N/A",84.5,"7",3.3,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.005664382453423323117436",387,218
219,"White",80.2,"White",52,"Blue",2.8,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.009321451143868089012079",472,219
220,"Black",1.6,"Black",40.2,"N/A",84.5,"5",6.4,"Tiled 2,3",2.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.000219161476320769364442",94,220
221,"White",80.2,"White",52,"Red",12.3,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.041775031587400174304392",710,221
222,"White",80.2,"White",52,"N/A",84.5,"10",3.3,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.043006667556815612873944",724,222
223,"White",80.2,"White",52,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.132447021072841786271113",875,223
224,"White",80.2,"Black",40.2,"N/A",84.5,"12",3.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"smol boi",3.6,"Balanced",78.8,"Weave",49.5,"0.002063060964918430120751",270,224
225,"White",80.2,"White",52,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.020391547285826126106878",577,225
226,"Black",1.6,"White",52,"N/A",84.5,"11",2.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.001044800664985010875407",200,226
227,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.345308304939908938813176",997,227
228,"White",80.2,"Black",40.2,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.031482303017548590728936",640,228
229,"Beige",4.7,"Black",40.2,"N/A",84.5,"11",2.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.000638327667112468404888",162,229
230,"White",80.2,"Black",40.2,"N/A",84.5,"6",5.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.027001529692031144003206",611,230
231,"White",80.2,"White",52,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.059234323710128093665173",790,231
232,"White",80.2,"Black",40.2,"N/A",84.5,"16",13.7,"Tiled 5,4",3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.030065361881493567891566",628,232
233,"Black",1.6,"Black",40.2,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000759866976613957339354",179,233
234,"White",80.2,"White",52,"N/A",84.5,"15",2.9,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.037045347301415433582950",673,234
235,"White",80.2,"Yellow",5.4,"N/A",84.5,"11",2.5,"Recursive grid",13.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.003383391678420809463301",319,235
236,"White",80.2,"White",52,"N/A",84.5,"5",6.4,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.005485189560169903208453",377,236
237,"White",80.2,"Black",40.2,"N/A",84.5,"14",5.2,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.091585377428736514104912",839,237
238,"White",80.2,"White",52,"N/A",84.5,"9",14.6,"4x4 grid",21.7,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.024307149077424532179759",600,238
239,"White",80.2,"White",52,"N/A",84.5,"11",2.5,"Tiled 5,4",3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.007096809827857361585579",423,239
240,"White",80.2,"Black",40.2,"Red",12.3,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Weave",49.5,"0.010247114755061188795526",488,240
241,"White",80.2,"White",52,"N/A",84.5,"8",5.5,"Tiled 3,2",3.3,"Smaller near center",10.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.002313633545952255461675",281,241
242,"White",80.2,"Black",40.2,"N/A",84.5,"8",5.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.087306592227646168113964",835,242
243,"White",80.2,"White",52,"Blue",2.8,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.008583674072943348748455",452,243
244,"White",80.2,"White",52,"Red",12.3,"25",11.6,"5x5 grid",23.6,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.038468608588807809423038",686,244
245,"White",80.2,"Black",40.2,"N/A",84.5,"13",2.6,"5x5 grid",23.6,"Uniform",77.2,"Bullseye",7.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.003639397524262074235663",328,245
246,"White",80.2,"Black",40.2,"N/A",84.5,"4",3.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.065823258549662325145313",801,246
247,"White",80.2,"White",52,"N/A",84.5,"8",5.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.115215393331222062944796",859,247
248,"White",80.2,"Black",40.2,"N/A",84.5,"7",3.3,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.060337987003857125600792",794,248
249,"White",80.2,"White",52,"N/A",84.5,"5",6.4,"3x3 grid",24.5,"Bigger near center",12.4,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.024312998686946533238862",602,249
250,"Red",5.4,"Yellow",5.4,"N/A",84.5,"16",13.7,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.001966944079320401359695",266,250
251,"White",80.2,"Black",40.2,"N/A",84.5,"4",3.6,"Tiled 3,2",3.3,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Off-center",21.2,"Loop",50.5,"0.002385266325564268288101",284,251
252,"Red",5.4,"White",52,"Red",12.3,"22",1.7,"Tiled 4,5",2.4,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.000037838147112818481263",27,252
253,"White",80.2,"Black",40.2,"N/A",84.5,"9",14.6,"3x3 grid",24.5,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Weave",49.5,"0.261663745620687338000465",935,253
254,"Black",1.6,"White",52,"N/A",84.5,"8",5.5,"4x4 grid",21.7,"Uniform",77.2,"Solid",92.5,"Normal",96.4,"Balanced",78.8,"Loop",50.5,"0.002298561462967023839160",280,254
